Timestamp,X-Axis,Y-Axis,Z-Axis
228790,81,2443,-847
228800,2269,-885,478
228810,1017,1091,448
228820,666,2748,-284
228830,4067,2038,-3
228840,6212,2324,-834
228850,-248,3943,-183
228860,4334,3861,-883
228870,7778,-702,76
228880,5796,-733,-802
228890,8954,-609,735
228900,2721,-163,127
228910,3859,-905,-19
228920,4415,2985,216
228930,-972,2876,-65
228940,5267,95,148
228950,663,151,-339
228960,6254,120,747
228970,5559,251,-395
228980,3355,-687,411
228990,2948,1622,-271
229000,1363,2025,775
229010,-379,181,-100
229020,1625,-959,-47
229030,10368,2838,481
229040,1411,918,41
229050,4820,3181,-822
229060,2075,-190,-946
229070,7939,-109,-313
229080,2547,1529,137
229090,1328,1069,-166
229100,5101,165,339
229110,2702,2771,-344
229120,1633,3596,-286
229130,4214,3545,268
229140,6405,2147,930
229150,5542,1042,-749
229160,-506,3883,241
229170,1710,392,859
229180,4975,347,349
229190,406,2268,-328
229200,4378,1991,-207
229210,7817,1087,-882
229220,150,1119,-157
229230,10757,1827,459
229240,1576,-811,294
229250,2556,2040,481
229260,3604,1412,-25
229270,6931,2155,-262
229280,6707,142,-441
229290,10588,1618,-75
229300,3643,2618,-125
229310,3770,2907,107
229320,8456,3920,320
229330,1978,1401,-363
229340,3620,609,-259
229350,4003,-618,25
229360,-27,-842,648
229370,-799,-103,-229
229380,3127,2453,-329
229390,1574,323,-975
229400,3017,-164,128
229410,6766,1255,-333
229420,6843,171,-164
229430,2662,3425,456
229440,5757,-754,-435
229450,367,48,877
229460,288,1133,-807
229470,3981,214,-80
229480,9539,1985,902
229490,10976,-883,-150
229500,8299,3218,-870
229510,1028,2089,-565
229520,1214,3698,-719
229530,4482,2166,655
229540,6113,338,-409
229550,502,-979,382
229560,2049,-883,-101
229570,4478,789,270
229580,1462,3745,-739
229590,8454,32,219
229600,1500,2417,-826
229610,10137,3246,918
229620,-137,2506,304
229630,-210,3629,-312
229640,6691,-653,999
229650,3127,-259,-153
229660,7702,174,-159
229670,7323,534,452
229680,2080,-903,207
229690,3029,200,-341
229700,7733,3349,812
229710,9637,1453,619
229720,6268,-712,826
229730,6882,542,-911
229740,10806,-924,-27
229750,8018,-28,-344
229760,7977,1864,438
229770,8670,-401,925
229780,6786,704,-221
229790,10446,1547,-469
229800,-429,143,-971
229810,790,366,621
229820,1528,-853,-356
229830,-476,553,956
229840,871,2491,-843
229850,6111,3883,13
229860,10424,2476,-238
229870,6657,3950,-561
229880,-956,1724,-481
229890,6674,525,-947
229900,7536,885,-866
229910,585,1911,-472
229920,10240,-839,-321
229930,-89,2599,-927
229940,5894,3679,396
229950,570,2379,-639
229960,7837,2274,179
229970,3700,3489,474
229980,6309,456,-330
229990,-416,-203,-711
230000,4422,1102,279
230010,4360,2962,195
230020,4109,-200,-859
230030,-199,-462,671
230040,7204,1215,895
230050,260,3684,351
230060,8053,2568,-972
230070,2346,869,-304
230080,2941,619,-827
230090,1338,2592,737
230100,5188,2037,-266
230110,5761,1303,174
230120,-562,3316,85
230130,3337,3234,-3
230140,-144,-868,-693
230150,6061,2877,-302
230160,3695,-158,-650
230170,8887,3263,301
230180,7093,-609,-866
230190,3004,-844,-892
230200,9927,176,-5
230210,4432,-114,343
230220,4954,2647,722
230230,820,1575,-39
230240,9081,957,970
230250,638,1300,93
230260,2432,482,621
230270,8500,2557,-660
230280,5359,884,-580
230290,10666,1476,-171
230300,4620,-337,-891
230310,7563,795,-529
230320,10533,2214,230
230330,4274,2286,-517
230340,7285,3216,-295
230350,4569,641,-828
230360,6424,86,-185
230370,8428,1511,-237
230380,5617,128,-558
230390,3365,-309,728
230400,5072,1974,-349
230410,-389,1881,-908
230420,7132,949,187
230430,5119,1717,-576
230440,5451,2377,654
230450,2671,-941,-527
230460,7210,1895,-306
230470,8184,3860,-697
230480,1644,-480,-709
230490,3554,954,-150
230500,1711,-190,721
230510,5535,385,-873
230520,6531,-911,-714
230530,10448,-871,-445
230540,653,2641,-224
230550,5406,-375,454
230560,8253,3453,144
230570,10070,2903,-637
230580,1597,2972,-772
230590,340,763,866
230600,1647,-191,331
230610,399,3616,288
230620,7616,331,-572
230630,-588,41,-192
230640,1726,1232,-137
230650,8108,3670,74
230660,4647,180,-671
230670,6814,1258,-862
230680,1458,663,27
230690,-750,2632,-458
230700,-735,3954,-185
230710,7548,1830,8
230720,-357,3530,950
230730,1753,1714,283
230740,7684,2894,346
230750,4544,-710,649
230760,2084,3485,904
230770,257,791,306
230780,1023,-53,543
230790,4957,1190,50
230800,919,893,220
230810,3576,2300,666
230820,10527,941,388
230830,6467,3189,-210
230840,8848,-472,-295
230850,3594,750,634
230860,8768,498,514
230870,2271,-452,119
230880,1765,130,264
230890,2984,2886,251
230900,3094,-229,81
230910,3379,102,-564
230920,8021,2899,-57
230930,8221,-173,293
230940,1179,485,363
230950,6034,3630,51
230960,5393,326,479
230970,3756,-464,-263
230980,-230,2452,-619
230990,703,2157,609
231000,7528,3850,-750
231010,8302,2271,431
231020,3037,575,443
231030,3046,3870,968
231040,6934,2414,425
231050,3819,3805,-479
231060,4724,738,-341
231070,1659,3728,-527
231080,3503,945,-804
231090,2968,3623,-344
231100,998,128,820
231110,7891,-93,-373
231120,-665,1697,274
231130,1745,-427,-491
231140,7836,792,-225
231150,1920,782,115
231160,9797,2309,-550
231170,5078,3861,-109
231180,4939,3569,78
231190,9328,2720,-60
231200,5705,2836,203
231210,3178,3658,108
231220,5281,2449,52
231230,4040,180,801
231240,5499,983,872
231250,554,1646,650
231260,6996,-829,-956
231270,7550,546,-176
231280,5237,2261,888
231290,10604,2005,-81
231300,5511,359,-227
231310,2773,75,-118
231320,7251,1071,628
231330,2265,123,-458
231340,10941,2007,-683
231350,1532,-788,913
231360,537,1891,-607
231370,587,1257,-772
231380,10018,-784,-810
231390,2153,-994,-687
231400,37,3813,-831
231410,5547,-638,746
231420,4503,3693,118
231430,8178,172,826
231440,8950,1962,164
231450,4805,-260,820
231460,8126,314,602
231470,4845,1190,-787
231480,-772,-841,307
231490,-947,349,-761
231500,1542,1304,-227
231510,8937,101,-459
231520,1473,714,31
231530,8246,-445,431
231540,6105,2213,-676
231550,8812,3808,504
231560,5719,808,855
231570,464,3384,-233
231580,2723,1462,-939
231590,8527,-107,-609
231600,-796,-129,-599
231610,6594,2357,821
231620,6149,2711,-735
231630,4855,1019,-957
231640,9707,2661,-342
231650,4457,2502,-715
231660,8954,-941,591
231670,822,1375,-679
231680,5660,2521,-552
231690,7697,2405,-956
231700,1224,3775,-990
231710,10081,68,-161
231720,8478,-176,-577
231730,4913,2594,96
231740,5483,-468,-275
231750,-237,2264,151
231760,666,2323,-966
231770,4364,1163,-977
231780,4702,637,365
231790,259,3404,147
231800,5451,1559,-516
231810,-923,-121,654
231820,8458,870,-633
231830,7905,2772,258
231840,5477,3509,558
231850,2498,-391,-997
231860,-141,2678,162
231870,5015,1367,-117
231880,1091,1635,-485
231890,5958,2131,-187
231900,8289,1223,-297
231910,10750,3128,424
231920,6388,3820,-470
231930,4392,-664,-910
231940,6316,187,-376
231950,5918,1965,-795
231960,136,1708,-581
231970,1143,1262,-31
231980,6859,3561,575
231990,1483,-465,-455
232000,4982,3231,149
232010,1203,-790,594
232020,3581,1201,40
232030,8028,3899,516
232040,1009,-766,-161
232050,9860,3446,-636
232060,5081,3716,-608
232070,1038,1584,-790
232080,6700,1242,300
232090,9214,1896,221
232100,7986,-240,-593
232110,2009,2385,-225
232120,6635,2436,-997
232130,9815,1500,175
232140,302,995,19
232150,3793,2468,996
232160,4972,1565,863
232170,6344,-220,521
232180,265,-666,-162
232190,5568,371,529
232200,9109,875,60
232210,6147,3821,395
232220,6053,2804,114
232230,4450,1826,-765
232240,126,3139,-173
232250,7989,845,-177
232260,6996,2571,236
232270,4226,-838,968
232280,5473,2981,-352
232290,5692,1036,437
232300,4104,603,-418
232310,7764,-315,-886
232320,33,782,-208
232330,5258,3864,414
232340,-550,685,208
232350,6482,682,-935
232360,3512,2676,-281
232370,7355,3125,-501
232380,5177,-587,265
232390,3610,883,-981
232400,10276,15,115
232410,7475,228,39
232420,3061,-212,-919
232430,10312,132,-488
232440,948,3399,778
232450,2108,961,-253
232460,9195,3663,586
232470,1073,-27,-399
232480,527,289,-5
232490,6143,2419,896
232500,-142,2844,-760
232510,4224,1443,290
232520,7269,1222,355
232530,1089,2167,114
232540,2183,-113,-562
232550,6612,452,313
232560,6298,-843,813
232570,1632,3950,-668
232580,2294,3128,-45
232590,2874,2057,261
232600,1583,464,-801
232610,9647,2536,-873
232620,-54,-937,-988
232630,5896,1240,-574
232640,5651,-771,-286
232650,270,-49,-209
232660,5846,3827,290
232670,6458,-662,996
232680,2793,3302,722
232690,5005,3384,592
232700,5155,279,414
232710,6000,3569,771
232720,1466,3308,134
232730,291,2534,245
232740,7356,1303,-413
232750,679,1845,-970
232760,10718,3575,-159
232770,203,1169,305
232780,-776,-886,853
232790,3736,32,563
232800,3718,689,505
232810,3583,111,25
232820,8295,744,-504
232830,2798,104,806
232840,461,1284,615
232850,9175,1961,-526
232860,10048,3870,211
232870,5132,3052,784
232880,6400,1570,-256
232890,9827,409,-856
232900,5737,1456,-746
232910,95,-629,498
232920,490,124,-718
232930,1191,-215,79
232940,9608,3847,264
232950,3327,-104,59
232960,-315,1533,-318
232970,3671,750,-770
232980,6601,2403,838
232990,4109,825,-690
233000,6589,712,853
233010,10292,1519,25
233020,1904,3227,-392
233030,3015,-134,-8
233040,10886,3078,-787
233050,5063,3192,-643
233060,5121,3994,-635
233070,3759,-771,721
233080,10432,237,-426
233090,4219,2267,-542
233100,3981,1916,-470
233110,5150,900,-224
233120,201,1606,-319
233130,4607,-400,-516
233140,9887,3514,582
233150,1475,1681,741
233160,-732,1119,640
233170,8509,771,274
233180,4519,-53,-568
233190,9121,1565,881
233200,8167,137,-622
233210,6869,1679,772
233220,7366,-436,-852
233230,5416,790,889
233240,7914,1610,-544
233250,9918,1817,-602
233260,4282,346,900
233270,7955,3078,459
233280,-402,2413,-263
233290,1150,3703,146
233300,2667,2293,-285
233310,6882,1537,336
233320,4332,3720,10
233330,5639,905,782
233340,5047,1727,543
233350,5144,655,-77
233360,1695,1888,17
233370,7445,2968,-422
233380,8795,2189,-761
233390,7960,490,-159
233400,4276,945,483
233410,7686,2710,109
233420,6562,1590,-975
233430,3740,-207,242
233440,9712,2480,-452
233450,7417,1790,832
233460,530,2970,-215
233470,5271,1934,-217
233480,-799,532,-346
233490,1067,2245,-85
233500,9204,2101,727
233510,6444,3044,-219
233520,2185,218,-19
233530,4078,3375,639
233540,6947,-364,-801
233550,5966,812,896
233560,2503,1553,-62
233570,5291,2046,788
233580,6201,511,638
233590,890,-511,-516
233600,6632,494,-579
233610,8953,944,-524
233620,2421,-447,98
233630,-175,2138,-111
233640,846,2593,440
233650,9342,2696,680
233660,4176,2508,-389
233670,5787,1399,-323
233680,7134,2895,-359
233690,-346,2327,626
233700,9634,393,-960
233710,2361,2575,830
233720,5360,3634,192
233730,6307,2035,-5
233740,6032,1982,-860
233750,8074,2976,-560
233760,2994,46,401
233770,8004,48,78
233780,5240,3872,-598
233790,3265,3663,644
233800,7933,3013,-302
233810,697,574,-604
233820,9216,-196,-282
233830,644,1899,-702
233840,7580,6,-984
233850,5030,811,-78
233860,4762,729,-491
233870,168,1060,-991
233880,4601,3034,-241
233890,6949,3361,-448
233900,5563,2320,895
233910,2924,721,-603
233920,5801,1696,248
233930,2818,-694,-932
233940,5054,-121,-293
233950,5588,2562,40
233960,186,-959,-488
233970,337,-878,367
233980,7156,3322,-173
233990,3399,3218,-996
234000,-549,-674,221
234010,2163,1429,-402
234020,9551,-20,-854
234030,2571,3929,992
234040,8493,3760,979
234050,2122,322,451
234060,7726,197,906
234070,8703,136,-351
234080,5640,2177,-264
234090,3384,-864,445
234100,2922,620,-191
234110,6905,3405,-940
234120,-400,-966,-533
234130,8191,3263,-218
234140,-831,-912,654
234150,4482,2657,658
234160,25,2757,-244
234170,-907,689,-524
234180,2051,-695,264
234190,2351,1271,-493
234200,5175,3348,-625
234210,7174,2498,291
234220,-229,-228,-753
234230,7138,-977,-899
234240,970,2538,466
234250,4271,-219,753
234260,-353,3607,342
234270,6881,3179,191
234280,1033,-472,-288
234290,7736,192,90
234300,1818,2946,208
234310,1045,-415,-934
234320,5742,2235,326
234330,9234,-942,-891
234340,1273,-265,779
234350,1797,1202,-416
234360,-126,3229,-826
234370,4882,3195,-354
234380,8948,-636,746
234390,5396,2777,399
234400,6250,1808,89
234410,6829,3508,-858
234420,8063,-513,-538
234430,6169,1431,-977
234440,-270,515,10
234450,213,3360,969
234460,4882,-760,246
234470,7165,502,187
234480,4503,2862,-865
234490,3891,-54,142
234500,2868,-762,958
234510,2139,3844,926
234520,3194,1240,59
234530,6885,-495,740
234540,3566,2355,-731
234550,-781,1226,142
234560,9315,2372,593
234570,3098,289,-421
234580,10863,3481,811
234590,16,1396,-307
234600,1299,-800,-581
234610,524,1994,162
234620,3035,1178,394
234630,6844,1323,-803
234640,9647,1046,331
234650,1853,1998,223
234660,5720,1387,939
234670,3616,849,-348
234680,7401,3158,-240
234690,213,-410,580
234700,4507,865,13
234710,1600,3060,17
234720,272,1940,429
234730,5404,2317,288
234740,9808,-313,592
234750,6934,3982,-450
234760,3546,822,726
234770,3603,-543,452
234780,7208,2806,600
234790,7118,-334,-73
234800,2544,-758,-100
234810,10840,1910,-792
234820,1159,1270,-673
234830,5987,2683,-407
234840,4250,2438,505
234850,3642,-27,-836
234860,3822,1117,859
234870,5913,1514,-529
234880,2252,3383,-113
234890,10874,2909,-956
234900,10790,1886,769
234910,1370,2822,762
234920,5520,2414,590
234930,1091,1160,494
234940,3341,3844,489
234950,3060,-624,-929
234960,-651,248,580
234970,9099,656,-778
234980,5093,2463,-828
234990,5363,1990,37
235000,4432,3350,842
235010,3146,-478,-916
235020,1946,-122,523
235030,284,495,79
235040,-302,3941,763
235050,-805,1643,-12
235060,115,2309,-23
235070,2378,1568,983
235080,8737,3078,-329
235090,3538,1226,559
235100,6205,3889,-950
235110,5517,38,-979
235120,6522,1952,-8
235130,380,1837,-823
235140,2452,1323,261
235150,1184,3733,-674
235160,4399,-883,-540
235170,5949,2272,-269
235180,7986,362,679
235190,4105,-273,-552
235200,-419,3355,-429
235210,4198,-46,625
235220,10332,1380,-350
235230,10455,2872,798
235240,2232,517,-925
235250,1238,2633,599
235260,7082,2790,757
235270,10711,-191,71
235280,346,2161,-614
235290,10772,2905,832
235300,1015,3970,-131
235310,5047,3554,-164
235320,6953,3355,-358
235330,4585,249,-641
235340,9545,369,-517
235350,-673,1949,961
235360,295,2010,-165
235370,1315,3958,330
235380,-862,3082,471
235390,-723,3439,-380
235400,7616,1313,-283
235410,4904,3882,-781
235420,-568,-150,-443
235430,1681,-606,788
235440,10287,3345,-371
235450,8440,215,-231
235460,2161,2188,118
235470,6153,601,-732
235480,8625,2670,-911
235490,4646,1384,368
235500,6707,3186,786
235510,6205,290,-927
235520,-659,2367,-858
235530,-72,2896,-516
235540,10282,1397,964
235550,5310,-374,529
235560,1827,762,305
235570,4638,1903,52
235580,7337,890,390
235590,9723,-659,684
235600,3444,-296,-668
235610,8463,777,997
235620,3462,1558,429
235630,-28,436,-833
235640,6642,1405,971
235650,9611,641,132
235660,9089,1796,-969
235670,2594,-61,-481
235680,4681,411,-874
235690,5132,1965,-919
235700,309,140,243
235710,9239,347,-453
235720,10189,1544,393
235730,9230,954,424
235740,-511,1303,545
235750,6451,92,-346
235760,4837,-859,-238
235770,2274,619,-846
235780,6360,-400,108
235790,5847,1703,515
235800,10071,936,-854
235810,1517,1766,-325
235820,135,941,932
235830,1997,3282,-14
235840,3189,-596,63
235850,711,-401,-3
235860,1319,1007,768
235870,7111,3204,939
235880,5160,160,-864
235890,5137,2768,30
235900,7619,2039,-957
235910,3544,3740,808
235920,7228,3630,970
235930,4790,1000,878
235940,3531,-22,-435
235950,7505,-964,-824
235960,6411,-51,-478
235970,-826,2346,36
235980,3865,-362,533
235990,5629,3803,-287
236000,-754,-991,83
236010,5039,1993,-7
236020,1250,-971,469
236030,703,1242,-586
236040,8160,1770,346
236050,9149,3747,-235
236060,5409,2657,598
236070,10346,-386,986
236080,10644,123,-689
236090,4627,163,-519
236100,3168,633,-787
236110,7585,1423,259
236120,7578,3740,-730
236130,3755,26,-755
236140,9928,1004,-971
236150,7089,600,467
236160,6253,746,-698
236170,1451,391,524
236180,939,1692,-338
236190,3564,2463,36
236200,3552,2165,-759
236210,1993,2341,-995
236220,8015,3389,-235
236230,2535,2198,514
236240,5129,-246,-108
236250,3392,-538,851
236260,6205,-842,837
236270,7382,3955,-435
236280,1262,3419,-119
236290,1171,326,-538
236300,1129,934,-18
236310,6727,1300,911
236320,7695,500,-805
236330,5218,603,-732
236340,2403,-69,-827
236350,3709,2118,-645
236360,2163,903,-960
236370,5003,2410,-333
236380,4959,-656,-468
236390,4335,559,24
236400,7030,2675,701
236410,6500,-955,585
236420,3362,302,-734
236430,2752,114,-819
236440,146,-415,221
236450,886,2243,-658
236460,1710,1773,-84
236470,8928,2027,-259
236480,813,-32,564
236490,6844,2527,-896
236500,10063,2874,-443
236510,1506,-6,852
236520,10179,-551,947
236530,796,510,-648
236540,3813,3651,-700
236550,7808,3492,-254
236560,1589,2261,123
236570,8933,1746,971
236580,10516,-799,813
236590,4941,1832,-8
236600,2962,2694,983
236610,7370,620,707
236620,8874,3214,-934
236630,4633,-226,-110
236640,10275,947,148
236650,2111,744,783
236660,6096,2672,922
236670,5130,-65,-700
236680,1756,-159,132
236690,3474,-126,617
236700,9716,589,250
236710,6137,3416,184
236720,10625,1015,627
236730,2219,466,279
236740,7605,495,-894
236750,-437,2935,215
236760,1239,1728,-424
236770,5383,579,-11
236780,10608,441,131
236790,18,3003,134
236800,8621,2318,-945
236810,10610,2961,529
236820,8426,-221,-321
236830,3844,2126,-557
236840,1449,1133,-602
236850,-380,3242,743
236860,6270,2027,552
236870,154,-715,-912
236880,7894,3167,-810
236890,3101,2597,-722
236900,4456,-683,-627
236910,8043,275,-560
236920,9134,103,-652
236930,644,1507,-637
236940,2131,29,401
236950,1770,3922,-704
236960,9316,943,904
236970,1948,2835,709
236980,7775,2251,829
236990,3134,387,664
237000,4661,1462,93
237010,1417,-390,240
237020,5686,3334,425
237030,4385,3256,754
237040,9839,-580,985
237050,5602,3481,830
237060,10609,3276,423
237070,1371,2710,-374
237080,3713,-664,-130
237090,-873,1040,-885
237100,486,-311,-96
237110,544,3016,-617
237120,10276,2573,722
237130,1957,2267,504
237140,7188,1646,-974
237150,3080,1689,889
237160,10698,3321,-69
237170,-361,2051,-316
237180,5681,1508,-343
237190,5581,3594,532
237200,3878,-449,-338
237210,-928,-776,-203
237220,9298,1121,-292
237230,7691,1165,-851
237240,1403,2189,921
237250,4343,652,621
237260,2364,-741,299
237270,3315,1327,-46
237280,2920,2216,-610
237290,-13,3683,587
237300,8010,4,87
237310,-208,3444,191
237320,2292,94,515
237330,6631,3937,688
237340,9151,1085,353
237350,2462,3039,430
237360,3158,541,-56
237370,7488,2916,-284
237380,2510,349,-857
237390,10824,2072,-370
237400,6119,1331,151
237410,8636,1875,-56
237420,1480,3755,860
237430,7138,-21,633
237440,-309,1109,242
237450,653,1254,-515
237460,-443,747,215
237470,-218,3022,-705
237480,2653,796,-839
237490,10671,-473,-492
237500,8310,3342,-162
237510,8083,553,-985
237520,4378,1325,-694
237530,6887,224,-536
237540,2505,3638,-909
237550,-286,1812,-618
237560,7249,-287,-771
237570,157,191,-726
237580,1309,968,-1
237590,6123,2462,97
237600,8040,1557,-961
237610,7739,-209,252
237620,3720,3514,-339
237630,-295,41,113
237640,6993,978,879
237650,3718,2952,-752
237660,1127,1136,794
237670,969,845,-684
237680,79,-145,871
237690,-260,1681,-366
237700,2565,290,347
237710,2633,1852,-228
237720,707,310,428
237730,3536,180,-701
237740,-305,2369,319
237750,4879,-845,-334
237760,5786,1133,-199
237770,3491,2658,375
237780,10166,602,102
237790,4887,3658,-981
237800,1275,327,664
237810,8707,1039,690
237820,9157,337,-144
237830,7329,-579,271
237840,621,-462,626
237850,232,1664,-33
237860,358,3298,-966
237870,11,-661,-571
237880,2151,418,920
237890,4716,1644,-591
237900,207,-452,902
237910,9803,2381,-941
237920,7868,822,786
237930,4972,2360,-322
237940,5714,1167,-166
237950,2608,-149,-315
237960,806,-358,-985
237970,5757,2295,505
237980,2596,3505,-100
237990,7418,-125,-611
238000,10481,3677,942
238010,8016,3457,495
238020,2381,1851,-181
238030,6647,-613,-150
238040,7115,859,-476
238050,5929,826,68
238060,9201,-414,-704
238070,5600,3160,908
238080,1097,3686,-450
238090,-483,606,-241
238100,3230,1067,390
238110,1395,3175,983
238120,6684,2897,-704
238130,5611,2499,-540
238140,9495,790,327
238150,210,2339,-715
238160,10070,2534,398
238170,3196,3767,-559
238180,9023,1174,-567
238190,2076,-937,-399
238200,4215,193,-237
238210,10526,3770,251
238220,4265,3184,-664
238230,5643,1262,-878
238240,1212,3004,767
238250,10781,1750,-407
238260,383,-710,197
238270,10766,-951,-43
238280,5162,-243,-122
238290,1700,918,178
238300,1584,2535,-946
238310,-696,144,31
238320,10486,3613,533
238330,2227,2780,-109
238340,5151,1193,959
238350,4009,747,690
238360,8216,1778,-617
238370,2721,-233,-492
238380,2345,-587,201
238390,9580,-269,-275
238400,5168,3176,681
238410,2804,1692,-260
238420,1622,-594,-207
238430,4369,-652,361
238440,1624,3171,-662
238450,3423,899,-814
238460,5795,1787,331
238470,1596,3269,145
238480,268,1488,135
238490,9052,916,-298
238500,3790,210,424
238510,4237,578,-766
238520,6775,2981,-123
238530,6730,-821,-449
238540,964,2778,93
238550,610,-600,-331
238560,6656,3391,927
238570,6984,3017,-825
238580,8775,-613,-347
238590,6347,315,-535
238600,-812,283,305
238610,9907,3852,-253
238620,5314,825,-503
238630,4876,628,-429
238640,1524,943,757
238650,4541,1650,-600
238660,9489,3578,-290
238670,7000,3510,-630
238680,5505,546,-930
238690,6063,3497,-293
238700,5740,188,-864
238710,5548,-509,-177
238720,2855,3537,819
238730,4449,3898,567
238740,7029,827,637
238750,10,-775,587
238760,6375,564,653
238770,4055,-690,-699
238780,801,3673,340
238790,6039,-406,812
238800,73,409,548
238810,5630,2728,87
238820,4299,1295,222
238830,9656,1675,689
238840,1024,336,38
238850,-121,1021,198
238860,214,3563,-643
238870,6728,2748,-973
238880,2559,2870,-359
238890,2724,2609,813
238900,3522,-702,883
238910,1278,2297,71
238920,477,558,-46
238930,3842,1675,-634
238940,6515,3697,-763
238950,2525,1584,-94
238960,7108,3941,229
238970,7686,1762,579
238980,1598,-553,562
238990,9659,1755,300
239000,2944,-604,-464
239010,10443,1289,48
239020,-332,3502,670
239030,3447,2648,-151
239040,1093,2612,627
239050,5338,3209,776
239060,7795,-894,259
239070,9813,3590,-349
239080,6305,405,-238
239090,2827,277,373
239100,9994,2816,57
239110,10844,514,956
239120,6883,-559,157
239130,9020,211,844
239140,-691,-581,356
239150,-910,2186,-652
239160,6922,1863,606
239170,1935,2993,-88
239180,8505,3491,-993
239190,7863,1305,-602
239200,3667,162,-443
239210,9097,-563,117
239220,7145,-192,-585
239230,-609,2916,-872
239240,9245,-333,-96
239250,681,-31,945
239260,7418,1334,138
239270,9396,3923,642
239280,7294,12,-930
239290,5414,1206,-865
239300,8795,-583,-687
239310,9931,531,-161
239320,1419,1472,-683
239330,3757,1799,-948
239340,216,1971,763
239350,1670,66,322
239360,-637,2767,737
239370,10617,1465,-954
239380,616,3731,-693
239390,8875,1964,267
239400,1245,542,0
239410,467,3497,729
239420,1589,-87,580
239430,4995,3654,587
239440,7410,3254,-85
239450,9100,3533,204
239460,236,2519,-334
239470,6134,144,852
239480,6285,316,-170
239490,6265,2103,-292
239500,6757,-693,-148
239510,1700,3495,-379
239520,6194,2354,827
239530,1295,2110,375
239540,-717,1339,-983
239550,3815,3291,244
239560,4172,917,52
239570,5472,935,-468
239580,7759,1640,528
239590,7080,1445,-739
239600,7450,2166,-633
239610,2197,-4,-174
239620,3522,3206,308
239630,5056,3621,-325
239640,1979,1901,838
239650,76,387,534
239660,3441,1467,302
239670,1361,2194,-828
239680,4921,-261,-714
239690,2452,2969,-727
239700,-691,3830,509
239710,9891,371,474
239720,5492,-266,127
239730,3111,904,-934
239740,1307,2842,699
239750,1923,685,656
239760,-624,2123,581
239770,8776,862,848
239780,544,2636,0
239790,3673,620,169
239800,7393,431,-458
239810,9341,902,970
239820,9392,-687,396
239830,-694,2327,712
239840,9972,1063,36
239850,1231,2860,-373
239860,3929,1188,609
239870,4046,1582,-413
239880,8865,1826,-284
239890,-865,2317,-992
239900,5707,3543,-337
239910,7154,-233,650
239920,-48,707,-520
239930,2603,1149,20
239940,8106,712,-797
239950,2641,-919,983
239960,-632,2795,409
239970,4578,1796,679
239980,6134,1654,-895
239990,10575,2367,-266
240000,2103,2095,-855
240010,37,3955,-358
240020,2041,3172,-400
240030,9622,801,-200
240040,7198,958,487
240050,7999,-22,447
240060,-398,3813,135
240070,9045,-529,-782
240080,1652,-314,579
240090,3207,1221,-561
240100,4354,-247,822
240110,1270,-881,-548
240120,3453,1160,228
240130,6579,3024,683
240140,4340,2303,535
240150,2495,3696,327
240160,1843,1273,343
240170,1375,-849,-408
240180,2193,1828,-954
240190,4107,1382,-418
240200,-907,3594,-198
240210,9535,1867,-683
240220,-764,-237,-274
240230,4106,160,336
240240,1559,-693,-263
240250,1153,769,-626
240260,8459,933,-267
240270,6359,3704,733
240280,9258,-53,-839
240290,614,780,502
240300,2591,988,218
240310,7352,-958,-784
240320,556,3468,-846
240330,-413,-187,177
240340,5636,2395,-67
240350,6428,1752,-435
240360,5747,-827,-223
240370,-684,2585,-767
240380,-332,1056,767
240390,3760,1925,43
240400,2581,-888,910
240410,9344,1099,322
240420,5672,189,604
240430,5475,951,-285
240440,5370,669,730
240450,5267,2643,-873
240460,7497,323,629
240470,10299,850,762
240480,2726,799,-660
240490,10456,2607,-794
240500,4309,3137,337
240510,-73,3858,-325
240520,1089,2174,-434
240530,7638,1720,-766
240540,2293,1276,-938
240550,3943,1248,489
240560,7272,-532,-797
240570,4461,191,-776
240580,4381,3583,644
240590,713,2481,916
240600,8249,1133,875
240610,4177,3169,-916
240620,8612,3413,546
240630,-282,258,-998
240640,-294,3625,-38
240650,7110,1168,725
240660,9735,84,-131
240670,6732,991,-655
240680,682,3556,580
240690,9116,59,615
240700,5432,3829,941
240710,9613,3381,-766
240720,3820,240,-532
240730,397,1680,-944
240740,10093,3746,-103
240750,2744,-370,-72
240760,3440,809,239
240770,2869,1712,181
240780,1797,-249,-35
240790,1431,2157,-279
240800,2084,3057,892
240810,2226,1779,158
240820,10397,1868,266
240830,1961,2842,-892
240840,-293,-570,150
240850,-643,717,-865
240860,5555,2850,-753
240870,7586,1776,-548
240880,1403,-7,-19
240890,5864,-87,121
240900,4025,245,758
240910,4576,212,548
240920,5868,40,921
240930,9433,340,-895
240940,7966,1665,-543
240950,2606,-289,-884
240960,2591,-905,647
240970,101,-500,511
240980,633,3928,-155
240990,3327,-513,-724
241000,6013,-806,-632
241010,2865,2585,154
241020,3095,1875,-841
241030,10435,3762,-929
241040,10641,-865,-504
241050,7365,2772,-46
241060,4326,3791,-202
241070,2830,2404,385
241080,5655,3178,-165
241090,-46,3263,-674
241100,1378,-318,-775
241110,5355,3874,12
241120,-538,1528,830
241130,2694,-619,280
241140,-609,-586,-375
241150,570,1439,607
241160,-197,1977,-180
241170,2477,2618,-234
241180,440,-259,-287
241190,9938,606,-559
241200,7880,816,-161
241210,8491,2893,-934
241220,5431,-625,212
241230,3347,-103,133
241240,8572,3413,90
241250,1655,1981,76
